Timestamp,Hour,Month,DayOfWeek,IsWeekend,Temperature,EnergyConsumption
2025-01-11 20:00:00,20,1,5,1,9.2,131.43
2025-01-11 21:00:00,21,1,5,1,10.1,131.71
2025-01-11 22:00:00,22,1,5,1,9.1,107.95
2025-01-11 23:00:00,23,1,5,1,6.9,70.48
2025-01-12 00:00:00,0,1,6,1,10.5,60.96
2025-01-12 01:00:00,1,1,6,1,11.4,53.38
2025-01-12 02:00:00,2,1,6,1,10.5,57.89
2025-01-12 03:00:00,3,1,6,1,10.2,70.47
2025-01-12 04:00:00,4,1,6,1,10.8,66.15
2025-01-12 05:00:00,5,1,6,1,15.7,64.23
2025-01-12 06:00:00,6,1,6,1,16.7,58.7
2025-01-12 07:00:00,7,1,6,1,17.4,84.42
2025-01-12 08:00:00,8,1,6,1,12.6,62.03
2025-01-12 09:00:00,9,1,6,1,19.7,67.97
2025-01-12 10:00:00,10,1,6,1,20.1,63.96
2025-01-12 11:00:00,11,1,6,1,20.0,68.44
2025-01-12 12:00:00,12,1,6,1,22.3,72.54
2025-01-12 13:00:00,13,1,6,1,20.5,65.88
2025-01-12 14:00:00,14,1,6,1,18.4,65.67
2025-01-12 15:00:00,15,1,6,1,19.3,65.79
2025-01-12 16:00:00,16,1,6,1,18.1,90.75
2025-01-12 17:00:00,17,1,6,1,18.0,66.74
2025-01-12 18:00:00,18,1,6,1,17.4,121.92
2025-01-12 19:00:00,19,1,6,1,9.6,115.92
2025-01-12 20:00:00,20,1,6,1,8.8,122.48
2025-01-12 21:00:00,21,1,6,1,11.5,142.76
2025-01-12 22:00:00,22,1,6,1,11.3,123.81
2025-01-12 23:00:00,23,1,6,1,11.8,47.89
2025-01-13 00:00:00,0,1,0,0,10.5,107.71
2025-01-13 01:00:00,1,1,0,0,7.2,111.44
2025-01-13 02:00:00,2,1,0,0,11.3,95.85
2025-01-13 03:00:00,3,1,0,0,12.7,122.71
2025-01-13 04:00:00,4,1,0,0,12.9,102.48
2025-01-13 05:00:00,5,1,0,0,12.8,91.5
2025-01-13 06:00:00,6,1,0,0,16.7,91.44
2025-01-13 07:00:00,7,1,0,0,16.4,95.22
2025-01-13 08:00:00,8,1,0,0,18.5,103.34
2025-01-13 09:00:00,9,1,0,0,20.6,244.9
2025-01-13 10:00:00,10,1,0,0,18.8,240.21
2025-01-13 11:00:00,11,1,0,0,18.9,253.77
2025-01-13 12:00:00,12,1,0,0,21.5,240.78
2025-01-13 13:00:00,13,1,0,0,21.6,263.56
2025-01-13 14:00:00,14,1,0,0,20.2,268.77
2025-01-13 15:00:00,15,1,0,0,17.0,237.55
2025-01-13 16:00:00,16,1,0,0,13.9,264.96
2025-01-13 17:00:00,17,1,0,0,17.6,249.44
2025-01-13 18:00:00,18,1,0,0,15.6,168.75
2025-01-13 19:00:00,19,1,0,0,18.6,181.29
2025-01-13 20:00:00,20,1,0,0,12.7,187.26
2025-01-13 21:00:00,21,1,0,0,12.4,182.24
2025-01-13 22:00:00,22,1,0,0,9.1,184.71
2025-01-13 23:00:00,23,1,0,0,13.9,113.45
2025-01-14 00:00:00,0,1,1,0,13.2,94.89
2025-01-14 01:00:00,1,1,1,0,8.2,98.74
2025-01-14 02:00:00,2,1,1,0,10.8,110.94
2025-01-14 03:00:00,3,1,1,0,8.1,115.3
2025-01-14 04:00:00,4,1,1,0,12.2,95.73
2025-01-14 05:00:00,5,1,1,0,11.7,83.45
2025-01-14 06:00:00,6,1,1,0,16.6,100.73
2025-01-14 07:00:00,7,1,1,0,13.7,87.05
2025-01-14 08:00:00,8,1,1,0,16.8,116.69
2025-01-14 09:00:00,9,1,1,0,18.0,234.97
2025-01-14 10:00:00,10,1,1,0,18.8,247.27
2025-01-14 11:00:00,11,1,1,0,14.4,249.46
2025-01-14 12:00:00,12,1,1,0,19.5,256.96
2025-01-14 13:00:00,13,1,1,0,23.5,261.27
2025-01-14 14:00:00,14,1,1,0,18.8,238.93
2025-01-14 15:00:00,15,1,1,0,23.7,250.59
2025-01-14 16:00:00,16,1,1,0,17.5,249.76
2025-01-14 17:00:00,17,1,1,0,16.7,248.56
2025-01-14 18:00:00,18,1,1,0,13.9,174.53
2025-01-14 19:00:00,19,1,1,0,13.6,174.57
2025-01-14 20:00:00,20,1,1,0,11.1,181.06
2025-01-14 21:00:00,21,1,1,0,11.0,195.04
2025-01-14 22:00:00,22,1,1,0,5.4,190.92
2025-01-14 23:00:00,23,1,1,0,12.7,79.27
2025-01-15 00:00:00,0,1,2,0,9.3,96.29
2025-01-15 01:00:00,1,1,2,0,7.4,92.22
2025-01-15 02:00:00,2,1,2,0,8.4,117.52
2025-01-15 03:00:00,3,1,2,0,13.3,112.72
2025-01-15 04:00:00,4,1,2,0,13.9,88.71
2025-01-15 05:00:00,5,1,2,0,12.7,104.89
2025-01-15 06:00:00,6,1,2,0,12.6,107.13
2025-01-15 07:00:00,7,1,2,0,15.8,96.25
2025-01-15 08:00:00,8,1,2,0,18.9,104.44
2025-01-15 09:00:00,9,1,2,0,17.8,261.59
2025-01-15 10:00:00,10,1,2,0,17.2,256.16
2025-01-15 11:00:00,11,1,2,0,21.0,246.9
2025-01-15 12:00:00,12,1,2,0,20.7,237.49
2025-01-15 13:00:00,13,1,2,0,21.7,248.15
2025-01-15 14:00:00,14,1,2,0,18.3,260.49
2025-01-15 15:00:00,15,1,2,0,17.1,235.92
2025-01-15 16:00:00,16,1,2,0,14.4,256.06
2025-01-15 17:00:00,17,1,2,0,13.7,267.55
2025-01-15 18:00:00,18,1,2,0,10.8,196.96
2025-01-15 19:00:00,19,1,2,0,14.1,179.03
2025-01-15 20:00:00,20,1,2,0,11.4,183.99
2025-01-15 21:00:00,21,1,2,0,11.4,191.03
2025-01-15 22:00:00,22,1,2,0,10.9,181.5
2025-01-15 23:00:00,23,1,2,0,9.4,99.43
2025-01-16 00:00:00,0,1,3,0,10.6,82.9
2025-01-16 01:00:00,1,1,3,0,7.5,107.43
2025-01-16 02:00:00,2,1,3,0,11.0,98.16
2025-01-16 03:00:00,3,1,3,0,11.5,103.48
2025-01-16 04:00:00,4,1,3,0,11.4,92.22
2025-01-16 05:00:00,5,1,3,0,14.1,90.22
2025-01-16 06:00:00,6,1,3,0,15.8,82.97
2025-01-16 07:00:00,7,1,3,0,18.4,104.73
2025-01-16 08:00:00,8,1,3,0,18.0,109.83
2025-01-16 09:00:00,9,1,3,0,21.9,260.14
2025-01-16 10:00:00,10,1,3,0,15.6,237.2
2025-01-16 11:00:00,11,1,3,0,18.6,250.26
2025-01-16 12:00:00,12,1,3,0,21.0,242.74
2025-01-16 13:00:00,13,1,3,0,20.2,242.45
2025-01-16 14:00:00,14,1,3,0,18.1,235.93
2025-01-16 15:00:00,15,1,3,0,16.7,236.48
2025-01-16 16:00:00,16,1,3,0,15.5,260.54
2025-01-16 17:00:00,17,1,3,0,14.4,276.32
2025-01-16 18:00:00,18,1,3,0,16.0,181.85
2025-01-16 19:00:00,19,1,3,0,12.0,187.0
2025-01-16 20:00:00,20,1,3,0,11.3,181.22
2025-01-16 21:00:00,21,1,3,0,16.6,179.04
2025-01-16 22:00:00,22,1,3,0,13.0,172.97
2025-01-16 23:00:00,23,1,3,0,10.1,117.71
2025-01-17 00:00:00,0,1,4,0,8.7,118.12
2025-01-17 01:00:00,1,1,4,0,11.6,94.38
2025-01-17 02:00:00,2,1,4,0,11.9,109.73
2025-01-17 03:00:00,3,1,4,0,12.7,84.3
2025-01-17 04:00:00,4,1,4,0,11.0,97.52
2025-01-17 05:00:00,5,1,4,0,13.6,106.21
2025-01-17 06:00:00,6,1,4,0,15.4,86.65
2025-01-17 07:00:00,7,1,4,0,17.1,106.11
2025-01-17 08:00:00,8,1,4,0,18.6,110.81
2025-01-17 09:00:00,9,1,4,0,20.2,254.59
2025-01-17 10:00:00,10,1,4,0,19.2,233.39
2025-01-17 11:00:00,11,1,4,0,20.7,252.08
2025-01-17 12:00:00,12,1,4,0,20.5,237.23
2025-01-17 13:00:00,13,1,4,0,17.7,260.53
2025-01-17 14:00:00,14,1,4,0,19.3,256.82
2025-01-17 15:00:00,15,1,4,0,18.6,250.3
2025-01-17 16:00:00,16,1,4,0,19.4,244.84
2025-01-17 17:00:00,17,1,4,0,16.5,245.38
2025-01-17 18:00:00,18,1,4,0,14.1,176.91
2025-01-17 19:00:00,19,1,4,0,14.2,175.21
2025-01-17 20:00:00,20,1,4,0,15.0,171.05
2025-01-17 21:00:00,21,1,4,0,11.1,175.6
2025-01-17 22:00:00,22,1,4,0,13.6,181.97
2025-01-17 23:00:00,23,1,4,0,12.2,85.14
2025-01-18 00:00:00,0,1,5,1,10.5,78.9
2025-01-18 01:00:00,1,1,5,1,10.3,80.65
2025-01-18 02:00:00,2,1,5,1,9.6,84.09
2025-01-18 03:00:00,3,1,5,1,16.1,66.37
2025-01-18 04:00:00,4,1,5,1,11.6,84.53
2025-01-18 05:00:00,5,1,5,1,16.9,64.77
2025-01-18 06:00:00,6,1,5,1,14.2,67.18
2025-01-18 07:00:00,7,1,5,1,13.6,60.81
2025-01-18 08:00:00,8,1,5,1,15.5,62.32
2025-01-18 09:00:00,9,1,5,1,18.5,72.34
2025-01-18 10:00:00,10,1,5,1,22.4,60.02
2025-01-18 11:00:00,11,1,5,1,21.8,67.86
2025-01-18 12:00:00,12,1,5,1,19.9,76.75
2025-01-18 13:00:00,13,1,5,1,17.6,73.82
2025-01-18 14:00:00,14,1,5,1,19.7,74.92
2025-01-18 15:00:00,15,1,5,1,19.1,94.55
2025-01-18 16:00:00,16,1,5,1,16.2,64.69
2025-01-18 17:00:00,17,1,5,1,15.0,64.45
2025-01-18 18:00:00,18,1,5,1,13.7,137.89
2025-01-18 19:00:00,19,1,5,1,16.5,120.29
2025-01-18 20:00:00,20,1,5,1,10.8,130.71
2025-01-18 21:00:00,21,1,5,1,10.4,132.33
2025-01-18 22:00:00,22,1,5,1,11.1,110.84
2025-01-18 23:00:00,23,1,5,1,13.3,87.96
2025-01-19 00:00:00,0,1,6,1,8.8,66.12
2025-01-19 01:00:00,1,1,6,1,10.7,73.34
2025-01-19 02:00:00,2,1,6,1,12.0,90.1
2025-01-19 03:00:00,3,1,6,1,11.1,62.02
2025-01-19 04:00:00,4,1,6,1,9.7,62.69
2025-01-19 05:00:00,5,1,6,1,13.6,87.95
2025-01-19 06:00:00,6,1,6,1,14.0,72.24
2025-01-19 07:00:00,7,1,6,1,16.3,81.88
2025-01-19 08:00:00,8,1,6,1,22.6,64.69
2025-01-19 09:00:00,9,1,6,1,17.6,80.44
2025-01-19 10:00:00,10,1,6,1,20.7,88.47
2025-01-19 11:00:00,11,1,6,1,21.0,66.41
2025-01-19 12:00:00,12,1,6,1,21.2,81.09
2025-01-19 13:00:00,13,1,6,1,21.5,75.07
2025-01-19 14:00:00,14,1,6,1,21.5,81.69
2025-01-19 15:00:00,15,1,6,1,21.3,76.49
2025-01-19 16:00:00,16,1,6,1,17.2,71.47
2025-01-19 17:00:00,17,1,6,1,18.7,61.83
2025-01-19 18:00:00,18,1,6,1,15.7,122.07
2025-01-19 19:00:00,19,1,6,1,13.8,138.78
2025-01-19 20:00:00,20,1,6,1,12.9,126.46
2025-01-19 21:00:00,21,1,6,1,8.7,133.46
2025-01-19 22:00:00,22,1,6,1,12.0,147.63
2025-01-19 23:00:00,23,1,6,1,9.6,72.19
2025-01-20 00:00:00,0,1,0,0,10.5,115.77
2025-01-20 01:00:00,1,1,0,0,10.0,102.79
2025-01-20 02:00:00,2,1,0,0,11.9,101.87
2025-01-20 03:00:00,3,1,0,0,10.6,101.94
2025-01-20 04:00:00,4,1,0,0,14.6,89.73
2025-01-20 05:00:00,5,1,0,0,14.0,93.0
2025-01-20 06:00:00,6,1,0,0,17.4,84.77
2025-01-20 07:00:00,7,1,0,0,15.2,103.77
2025-01-20 08:00:00,8,1,0,0,20.6,99.34
2025-01-20 09:00:00,9,1,0,0,17.4,268.81
2025-01-20 10:00:00,10,1,0,0,16.4,228.01
2025-01-20 11:00:00,11,1,0,0,20.7,244.98
2025-01-20 12:00:00,12,1,0,0,18.0,257.08
2025-01-20 13:00:00,13,1,0,0,20.3,244.36
2025-01-20 14:00:00,14,1,0,0,16.8,258.72
2025-01-20 15:00:00,15,1,0,0,19.8,249.01
2025-01-20 16:00:00,16,1,0,0,21.2,239.3
2025-01-20 17:00:00,17,1,0,0,13.2,243.08
2025-01-20 18:00:00,18,1,0,0,14.9,182.43
2025-01-20 19:00:00,19,1,0,0,13.2,183.52
2025-01-20 20:00:00,20,1,0,0,10.0,194.44
2025-01-20 21:00:00,21,1,0,0,11.3,191.17
2025-01-20 22:00:00,22,1,0,0,11.4,184.57
